id,name,description,customAttrs,licenseIds
cmffoyzj3020fglv3x397qhd9,Single License Product 1757612280893,Product with only Essential license to test fixed logic,"{""testType"":""single-license-fix-test""}","[""cmffoyzjy020jglv3t1v6yuc5""]"
cmffoyzlh020sglv3pezbi7sl,Multi License Product 1757612281011,Product with multiple licenses to test cycling,"{""testType"":""multi-license-fix-test""}","[""cmffoyzlu020wglv3e7tfl8xp"",""cmffoyzm60210glv35608i3oo""]"
cmffoyznq0219glv3fnpmo62l,Comprehensive Product 1757612281090,Product with all 3 licenses for complete testing,"{""testType"":""comprehensive-3-license""}","[""cmffoyzo3021dglv304eiqy05"",""cmffoyzoh021hglv310w94wen"",""cmffoyzou021lglv31ij2y8lv""]"
cmffp81wc0242glv3h6sm1fs0,E-Commerce Platform - EDITED,Complete online shopping solution with advanced features [UPDATED by GUI Test Studio at 1:52:38 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""version"":""v1.0"",""editedBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T17:52:38.510Z"",""editTimestamp"":1757613158510,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffp821z024iglv3qf3p2wsj"",""cmffp8231024mglv3x65g1pqm"",""cmffp8247024qglv319q8a0wk""]"
cmffp81xj0245glv3k6yerfwb,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},"[""cmffp825x024uglv3wkhmayqt"",""cmffp8283024yglv31yjytev5"",""cmffp82930252glv3rvqwkj1y""]"
cmffp81yp0248glv3arwmxuut,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmffp82a70256glv31bro2ub5"",""cmffp82cf025aglv3k4xpxg5x"",""cmffp82e1025eglv3cbscc532""]"
cmffp81zu024bglv3ovyo1u4k,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmffp82g1025iglv38reqkg1v"",""cmffp82i2025mglv3xgfvlj08"",""cmffp82k4025qglv3xf4xhkrs""]"
cmffp8214024eglv314mer7pz,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmffp82m8025uglv36h3g6myd"",""cmffp82op025yglv327u9grv3"",""cmffp82q50262glv3ytpu2oaf""]"
cmffp8j2f02e1glv3mxf5ct7a,Test Product 1757612725180 - EDITED,This is a test product created by the GUI Test Studio for validation purposes. [UPDATED by GUI Test Studio at 1:46:08 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""status"":""active"",""version"":""v1.0"",""category"":""Test Category"",""editedBy"":""GUI Test Studio"",""priority"":""High"",""createdAt"":""2025-09-11T17:45:25.180Z"",""createdBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T17:46:08.879Z"",""testCreated"":true,""editTimestamp"":1757612768879,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffp8j5x02e9glv3fsqwn7xy"",""cmffp8j8v02edglv3etulk62d"",""cmffp8jar02ehglv3iwl882jl""]"
cmffpckla02englv33rw782bv,Test Product 1757612914713,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T17:48:34.713Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffpckms02evglv33o00s0qy"",""cmffpckn502ezglv31l847bsy"",""cmffpcknj02f3glv3hl0kbmzk""]"
cmffpcq0f02faglv319e0gzm8,TestPanelNew Product 1757612921734,Test product created by TestPanelNew simulation for validation purposes.,"{""createdAt"":""2025-09-11T17:48:41.734Z"",""createdBy"":""TestPanelNew Simulation"",""testCreated"":true}","[""cmffpcq1d02feglv3pfjflkf3"",""cmffpcq1s02figlv3uvxmftwk"",""cmffpcq2502fmglv3h45j5cyq""]"
cmffpfvb702fzglv3tbpxkijw,Test Product 1757613067838 - EDITED,This is a test product created by the GUI Test Studio for validation purposes. [UPDATED by GUI Test Studio at 1:51:11 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""status"":""active"",""version"":""v1.0"",""category"":""Test Category"",""editedBy"":""GUI Test Studio"",""priority"":""High"",""createdAt"":""2025-09-11T17:51:07.838Z"",""createdBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T17:51:11.287Z"",""testCreated"":true,""editTimestamp"":1757613071287,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffpfveg02g7glv3otol71l1"",""cmffpfvh002gbglv396vip589"",""cmffpfvk202gfglv3qzldikla""]"
cmffphg6102ilglv310s9ho4z,E-Commerce Platform,Complete online shopping solution with advanced features,{},"[""cmffphg9t02j1glv35f1ulvh2"",""cmffphgaf02j5glv3jxwkptad"",""cmffphgb102j9glv3qe3ygaoq""]"
cmffphg6z02ioglv3ek4q3kml,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},"[""cmffphgbk02jdglv3vy4xqd2m"",""cmffphgc902jhglv3y9xp9rvd"",""cmffphgcs02jlglv3l5gxi11e""]"
cmffphg7v02irglv3irh8kk34,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmffphgda02jpglv3pnrhgn2g"",""cmffphgdu02jtglv3nkr6esm0"",""cmffphgec02jxglv3ebpxutc3""]"
cmffphg8q02iuglv3lhzsswtc,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmffphgey02k1glv3qup9fh3w"",""cmffphgfl02k5glv3gm70uqad"",""cmffphgh102k9glv32iwtan67""]"
cmffphg9a02ixglv3ix8k2gz5,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmffphgij02kdglv37hlzd47o"",""cmffphgka02khglv3y7suit78"",""cmffphglr02klglv3pxsnpfju""]"
cmffphqtd02skglv3q3ttnf41,Test Product 1757613155035,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T17:52:35.035Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffphr3002ssglv3gzr0psw0"",""cmffphr5i02swglv3qxqb6hwk"",""cmffphrb602t0glv3r90aukpv""]"
cmffpla6w02thglv3614rpggk,TestPanelNew Product 1757613321139,Test product created by TestPanelNew simulation for validation purposes.,"{""createdAt"":""2025-09-11T17:55:21.139Z"",""createdBy"":""TestPanelNew Simulation"",""testCreated"":true}","[""cmffpla7w02tlglv3qmodn2o3"",""cmffpla8b02tpglv35ayzet5c"",""cmffpla8r02ttglv35ne0xfli""]"
cmffpn5qo02u2glv3gwqgo4jt,Validation Test Product 1757613408689,Product created to validate complete TestPanelNew workflow,"{""createdAt"":""2025-09-11T17:56:48.689Z"",""testCreated"":true,""validationTest"":true}","[""cmffpn5rg02u6glv34s17hoa3"",""cmffpn5rw02uaglv3wmbeapt0"",""cmffpn5s902ueglv3mstay4n8""]"
cmffpqgts02wdglv3ghg1q0ca,E-Commerce Platform,Complete online shopping solution with advanced features,{},"[""cmffpqh0l02wtglv3npu9irud"",""cmffpqh1v02wxglv38x2ea7m5"",""cmffpqh2v02x1glv3wh0fax2h""]"
cmffpqgv202wgglv3djjq7da4,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},"[""cmffpqh3h02x5glv3f1gl345x"",""cmffpqh4402x9glv3vux82jwr"",""cmffpqh4s02xdglv3dbcbszav""]"
cmffpqgwk02wjglv3cgms64rp,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmffpqh5g02xhglv3jkys76nf"",""cmffpqh6a02xlglv32i6l1io2"",""cmffpqh7702xpglv3ca25o4pf""]"
cmffpqgxr02wmglv35xhfaam7,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmffpqh8302xtglv3f64s6vxr"",""cmffpqh8u02xxglv3bl2g5lvm"",""cmffpqh9l02y1glv34ti2n1xf""]"
cmffpqgz402wpglv37whtmq2u,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmffpqhaf02y5glv3pn87y0ve"",""cmffpqhbb02y9glv3zo63cyld"",""cmffpqhc402ydglv3gcrpd9om""]"
cmffpqqqk036cglv31d3echcb,Test Product 1757613574849 - EDITED,This is a test product created by the GUI Test Studio for validation purposes. [UPDATED by GUI Test Studio at 1:59:42 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""status"":""active"",""version"":""v1.0"",""category"":""Test Category"",""editedBy"":""GUI Test Studio"",""priority"":""High"",""createdAt"":""2025-09-11T17:59:34.849Z"",""createdBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T17:59:42.773Z"",""testCreated"":true,""editTimestamp"":1757613582773,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffpqqus036kglv3bcd7zcyb"",""cmffpqqx5036oglv3l2hd8p68"",""cmffpqqzu036sglv3y6la96bs""]"
cmffpvp900378glv3fj3gqt5x,Validation Test Product 1757613807218,Product created to validate complete TestPanelNew workflow,"{""createdAt"":""2025-09-11T18:03:27.218Z"",""testCreated"":true,""validationTest"":true}","[""cmffpvpa3037cglv3z7tzbjmf"",""cmffpvpal037gglv39pk3id9x"",""cmffpvpb2037kglv3dkn6b06u""]"
cmffq6tfo037zglv30ltij589,GUI Test Product 1757614325836,Product created for GUI task deletion testing,{},[]
cmffqb4280385glv3fpu2esqt,Test Product 1757614525492 - EDITED,This is a test product created by the GUI Test Studio for validation purposes. [UPDATED by GUI Test Studio at 2:15:34 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""status"":""active"",""version"":""v1.0"",""category"":""Test Category"",""editedBy"":""GUI Test Studio"",""priority"":""High"",""createdAt"":""2025-09-11T18:15:25.492Z"",""createdBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T18:15:34.612Z"",""testCreated"":true,""editTimestamp"":1757614534612,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffqb465038dglv3vxe78ldg"",""cmffqb47v038hglv3fj0hfsi9"",""cmffqb49o038lglv3klqs6n4y""]"
cmffqq69a03alglv38c6y7ocx,E-Commerce Platform,Complete online shopping solution with advanced features,{},"[""cmffqq6dd03b1glv352hzli0k"",""cmffqq6e803b5glv364co5r4e"",""cmffqq6eq03b9glv3ilclii89""]"
cmffqq6aa03aoglv345l6nmdv,Mobile Banking Application - EDITED,Secure mobile banking app with biometric authentication [UPDATED by GUI Test Studio at 2:58:52 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""version"":""v1.0"",""editedBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T18:58:52.532Z"",""editTimestamp"":1757617132532,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffqq6fg03bdglv34h1gfwtr"",""cmffqq6fx03bhglv3kid8bscx"",""cmffqq6gy03blglv3bt0rxuqp""]"
cmffqq6b003arglv3ojkus0bu,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmffqq6hd03bpglv34ivibivh"",""cmffqq6hx03btglv3sksic5zg"",""cmffqq6ic03bxglv330tk8ey9""]"
cmffqq6bu03auglv3masam0ky,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmffqq6iw03c1glv3k1ydjueq"",""cmffqq6jc03c5glv3x9c2tlji"",""cmffqq6jw03c9glv3jqvv4rn1""]"
cmffqq6co03axglv3rg27t4vy,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmffqq6kc03cdglv3arybtwdx"",""cmffqq6kv03chglv31z665w95"",""cmffqq6lh03clglv34w1h557k""]"
cmffqqh9r03kkglv3d0kqmgm3,Test Product 1757615242198 - EDITED,This is a test product created by the GUI Test Studio for validation purposes. [UPDATED by GUI Test Studio at 2:27:36 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""status"":""active"",""version"":""v1.0"",""category"":""Test Category"",""editedBy"":""GUI Test Studio"",""priority"":""High"",""createdAt"":""2025-09-11T18:27:22.198Z"",""createdBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T18:27:36.828Z"",""testCreated"":true,""editTimestamp"":1757615256828,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffqqhkx03ksglv3zdtbctb1"",""cmffqqhmw03kwglv33082nt7g"",""cmffqqhoo03l0glv3nm4dr20t""]"
cmffr3bc203leglv3heulzc0g,Test Product 1757615841323 - EDITED,This is a test product created by the GUI Test Studio for validation purposes. [UPDATED by GUI Test Studio at 2:37:35 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""status"":""active"",""version"":""v1.0"",""category"":""Test Category"",""editedBy"":""GUI Test Studio"",""priority"":""High"",""createdAt"":""2025-09-11T18:37:21.323Z"",""createdBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T18:37:35.624Z"",""testCreated"":true,""editTimestamp"":1757615855624,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffr3bef03lmglv3agnj6n8x"",""cmffr3bfu03lqglv3scf9rquu"",""cmffr3bh803luglv3pyen7rhx""]"
cmffrf02g03mpglv3i8ejl1qd,Test Product 1757616386565 - EDITED,This is a test product created by the GUI Test Studio for validation purposes. [UPDATED by GUI Test Studio at 2:46:36 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""status"":""active"",""version"":""v1.0"",""category"":""Test Category"",""editedBy"":""GUI Test Studio"",""priority"":""High"",""createdAt"":""2025-09-11T18:46:26.565Z"",""createdBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T18:46:36.055Z"",""testCreated"":true,""editTimestamp"":1757616396055,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffrf06z03mxglv32j6mj0q9"",""cmffrf08e03n1glv3s0dcffeh"",""cmffrf09o03n5glv3y9m4o73z""]"
cmffrrtm503nlglv3p8ihtlgq,Test Product 1757616984694 - EDITED,This is a test product created by the GUI Test Studio for validation purposes. [UPDATED by GUI Test Studio at 2:56:26 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""status"":""active"",""version"":""v1.0"",""category"":""Test Category"",""editedBy"":""GUI Test Studio"",""priority"":""High"",""createdAt"":""2025-09-11T18:56:24.694Z"",""createdBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T18:56:26.802Z"",""testCreated"":true,""editTimestamp"":1757616986802,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffrrtp403ntglv3w2mz53cc"",""cmffrrtrd03nxglv3hszyamsy"",""cmffrrtt403o1glv3nsaoh09r""]"
cmffruq0g03pyglv333e70422,E-Commerce Platform - EDITED,Complete online shopping solution with advanced features [UPDATED by GUI Test Studio at 2:59:28 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""version"":""v1.0"",""editedBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T18:59:28.950Z"",""editTimestamp"":1757617168950,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffruq4o03qeglv3357ylqw2"",""cmffruq5i03qiglv3sph6f1ek"",""cmffruq6903qmglv3gu9exjb6""]"
cmffruq1a03q1glv3st4zwuvk,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},"[""cmffruq6t03qqglv3i0dpl7fr"",""cmffruq7h03quglv3xmu0pcut"",""cmffruq7y03qyglv3fw6bu3yn""]"
cmffruq2403q4glv3vq44rrwg,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmffruq8f03r2glv3kpowadgh"",""cmffruq8z03r6glv3lz1lrpa1"",""cmffruq9g03raglv3e7dqw2mm""]"
cmffruq2y03q7glv3jves2ps4,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmffruq9w03reglv3h020xsn0"",""cmffruqae03riglv3a3rlddvo"",""cmffruqb003rmglv3ttfcho2x""]"
cmffruq3t03qaglv3m5iim3o3,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmffruqbl03rqglv3ehnekuxh"",""cmffruqcb03ruglv3t7npnreo"",""cmffruqcs03ryglv3xap3wksk""]"
cmffruxgv03zxglv3bk70axqo,Test Product 1757617129434,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T18:58:49.434Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffruxn70405glv34my46okg"",""cmffruxp30409glv30c6a15a6"",""cmffruxr1040dglv3lvizyf35""]"
cmffrvhk3042bglv3fju7qkbj,E-Commerce Platform - EDITED,Complete online shopping solution with advanced features [UPDATED by GUI Test Studio at 3:16:58 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""version"":""v1.0"",""editedBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T19:16:58.654Z"",""editTimestamp"":1757618218654,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffrvhog042rglv3g0nc8p1b"",""cmffrvhph042vglv33zn3d1dn"",""cmffrvhq1042zglv3bolyz9ff""]"
cmffrvhky042eglv3npi6xvho,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},"[""cmffrvhqh0433glv3shq067xx"",""cmffrvhr50437glv37fy4bnzy"",""cmffrvhrp043bglv35mf8uzzm""]"
cmffrvhlz042hglv38bj33k7h,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmffrvhsd043fglv39fx4prj0"",""cmffrvhss043jglv3gbfva6t5"",""cmffrvhtb043nglv3z2gga7uh""]"
cmffrvhmp042kglv38xa6xvee,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmffrvhtr043rglv3h8izlc6n"",""cmffrvhue043vglv38okz53vk"",""cmffrvhv2043zglv350jsjdgi""]"
cmffrvhnl042nglv3690yzxkj,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmffrvhvn0443glv33zjuetmr"",""cmffrvhwi0447glv3b4cgcp1f"",""cmffrvhx5044bglv3p967tlxl""]"
cmffrvpi704caglv33fgsb04n,Test Product 1757617165780,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T18:59:25.780Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffrvptd04ciglv3g39gcjx5"",""cmffrvpvh04cmglv38xbq2qbk"",""cmffrvpy704cqglv3khyu353h""]"
cmffs3w9204d3glv3fd65jc7h,Task Test Product 1757617548770,"Product created by Task Creation Test Suite at 9/11/2025, 3:05:48 PM","{""createdBy"":""TaskTestSuite"",""timestamp"":1757617548770,""testCreated"":true}","[""cmffs3wa904dbglv3mtjp8o6y"",""cmffseqqr04eoglv3i9trbmuq""]"
cmffsi2je04hsglv3ny1acnog,E-Commerce Platform - EDITED,Complete online shopping solution with advanced features [UPDATED by GUI Test Studio at 3:17:37 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""version"":""v1.0"",""editedBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T19:17:37.032Z"",""editTimestamp"":1757618257032,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffsi2ox04i8glv36yrl6mln"",""cmffsi2q804icglv3e5olnigb"",""cmffsi2rb04igglv3oovi1908"",""cmffskg2504tiglv3x3fc8c9b"",""cmffsmcyh04unglv38a81pqi5""]"
cmffsi2ke04hvglv3qdorcwtg,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},"[""cmffsi2sj04ikglv3223n0i2j"",""cmffsi2t504ioglv3fvdqy0yk"",""cmffsi2tr04isglv3tj855bim""]"
cmffsi2lo04hyglv3v6gnvpo7,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmffsi2v404iwglv3jkfol96z"",""cmffsi2vq04j0glv3iir488my"",""cmffsi2wc04j4glv3abezcn7d""]"
cmffsi2mq04i1glv3yoa2yre6,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmffsi2wv04j8glv30gk6epv7"",""cmffsi2xk04jcglv3rft3g9as"",""cmffsi2y604jgglv3bou5xk47""]"
cmffsi2ns04i4glv3fva5sa3a,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmffsi2yp04jkglv3ueiv2qil"",""cmffsi2zc04joglv327zvgcey"",""cmffsi30504jsglv3jracbu69""]"
cmffsi7zy04rrglv3r4wfpvmx,Test Product 1757618215744,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T19:16:55.744Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffsi85u04rzglv31ev1uydw"",""cmffsi87z04s3glv3hxnzt8al"",""cmffsi89h04s7glv3atjdfp09""]"
cmffsj1l804skglv354a87yo4,Test Product 1757618254316,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T19:17:34.316Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffsj1s904ssglv3lmdd2k6j"",""cmffsj1vs04swglv3waqlwtf3"",""cmffsj1xm04t0glv3jqgpja5q""]"
cmffsnjpk04v6glv3zrcf5p4g,Fresh Task Test Product 1757618465642,"Fresh product created by Task Creation Test Suite at 9/11/2025, 3:21:05 PM - Ensures 100% available weight capacity","{""createdBy"":""TaskTestSuite"",""timestamp"":1757618465642,""testCreated"":true,""freshProduct"":true}","[""cmffsnjrk04veglv3pkgvmjx6""]"
cmffsp5t004wnglv3fqq86u7w,TestPanel Validation Product 1757618540927,"Product created for TestPanelNew validation at 9/11/2025, 3:22:20 PM","{""createdBy"":""TestPanelValidator"",""timestamp"":1757618540927,""testCreated"":true,""validationTest"":true}",[]
cmffsro5l04wqglv35ukgcc8z,TestPanel Validation Product 1757618658030,"Product created for TestPanelNew validation at 9/11/2025, 3:24:18 PM","{""createdBy"":""TestPanelValidator"",""timestamp"":1757618658030,""testCreated"":true,""validationTest"":true}",[]
cmffssjrx04wtglv3adbfy9ld,TestPanel Validation Product 1757618699006,"Product created for TestPanelNew validation at 9/11/2025, 3:24:59 PM","{""createdBy"":""TestPanelValidator"",""timestamp"":1757618699006,""testCreated"":true,""validationTest"":true}","[""cmffssjso04wxglv3grmo5h93""]"
cmffsspeq04x4glv3n730u5xd,Fresh Task Test Product 1757618706303,"Fresh product created by Task Creation Test Suite at 9/11/2025, 3:25:06 PM - Ensures 100% available weight capacity","{""createdBy"":""TaskTestSuite"",""timestamp"":1757618706303,""testCreated"":true,""freshProduct"":true}","[""cmffsspg404xcglv3psbenqpe""]"
cmffstyxr0518glv30kbeh2zk,E-Commerce Platform - EDITED,Complete online shopping solution with advanced features [UPDATED by GUI Test Studio at 3:26:20 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""version"":""v1.0"",""editedBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T19:26:20.548Z"",""editTimestamp"":1757618780548,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffstz3x051oglv3w3pebid0"",""cmffstz4q051sglv3t5pwuruq"",""cmffstz5c051wglv3htjplujq""]"
cmffstyz7051bglv3zb0zrvws,Mobile Banking Application,Secure mobile banking app with biometric authentication,{},"[""cmffstz650520glv31h485bx7"",""cmffstz6r0524glv3v6mvfe8v"",""cmffstz7i0528glv35bw8qomt""]"
cmffstz0n051eglv3crzk3ho3,Customer Relationship Management,Comprehensive CRM system for sales and support teams,{},"[""cmffstz8l052cglv3x45nf4eh"",""cmffstz95052gglv3tdkc4v8w"",""cmffstz9t052kglv3txv2r5md""]"
cmffstz1p051hglv3c20f5omi,Business Intelligence Dashboard,Advanced analytics and reporting platform,{},"[""cmffstzah052oglv3xggk2uzy"",""cmffstzb8052sglv3kpuu80mn"",""cmffstzby052wglv3f1optuag""]"
cmffstz2v051kglv36t5dcay2,Healthcare Management System,Complete healthcare management solution with compliance features,{},"[""cmffstzcq0530glv3vymkmgrw"",""cmffstzdg0534glv3jbcl9rn3"",""cmffstze90538glv3w0qa96r5""]"
cmffsu9oz05b7glv3gpqwziti,Test Product 1757618778051,This is a test product created by the GUI Test Studio for validation purposes.,"{""status"":""active"",""category"":""Test Category"",""priority"":""High"",""createdAt"":""2025-09-11T19:26:18.051Z"",""createdBy"":""GUI Test Studio"",""testCreated"":true}","[""cmffsu9rf05bfglv30a1fkcm9"",""cmffsu9sy05bjglv30nn1txxw"",""cmffsu9uf05bnglv32fkj6032""]"
cmffsv7iu05c0glv3y7uc0tk5,Test Product 1757618821896 - EDITED,This is a test product created by the GUI Test Studio for validation purposes. [UPDATED by GUI Test Studio at 3:27:04 PM] - This product has been comprehensively updated with all available attributes modified for thorough testing.,"{""status"":""active"",""version"":""v1.0"",""category"":""Test Category"",""editedBy"":""GUI Test Studio"",""priority"":""High"",""createdAt"":""2025-09-11T19:27:01.896Z"",""createdBy"":""GUI Test Studio"",""editCount"":1,""lastEdited"":""2025-09-11T19:27:04.037Z"",""testCreated"":true,""editTimestamp"":1757618824037,""testAttributes"":{""testType"":""full-attribute-edit"",""comprehensive"":true,""allFieldsModified"":true},""testEnvironment"":""GUI Test Studio""}","[""cmffsv7nn05c8glv3aku07k23"",""cmffsv7pe05ccglv3zj1rsznu"",""cmffsv7qq05cgglv3h413asxd""]"
cmffsxl5u05cwglv3l4g993j7,Fresh Task Test Product 1757618934083,"Fresh product created by Task Creation Test Suite at 9/11/2025, 3:28:54 PM - Ensures 100% available weight capacity","{""createdBy"":""TaskTestSuite"",""timestamp"":1757618934083,""testCreated"":true,""freshProduct"":true}","[""cmffsxl7405d4glv3cakm90zh""]"
cmffsxqlu05edglv32n15qqw4,TestPanel Validation Product 1757618941133,"Product created for TestPanelNew validation at 9/11/2025, 3:29:01 PM","{""createdBy"":""TestPanelValidator"",""timestamp"":1757618941133,""testCreated"":true,""validationTest"":true}","[""cmffsxqmn05ehglv3rgguqvuw""]"
cmffszedo05eoglv3jeka34i6,Interference Test Product 1757619018540,"Product for interference testing created at 9/11/2025, 3:30:18 PM","{""timestamp"":1757619018540,""testCreated"":true,""interferenceTest"":true}","[""cmffszeey05esglv3ylan1o3j""]"
cmffszegb05ezglv35dzx2hy4,Product Operation Test 1757619018727,Product 1 created during interference testing,"{""index"":0,""operationTest"":true}","[""cmffszegq05f3glv30tjqkbiv""]"
cmffszeh905f6glv34rlr4l0m,Product Operation Test 1757619018763,Product 2 created during interference testing,"{""index"":1,""operationTest"":true}","[""cmffszehp05faglv3lrawxksg""]"
